Admin,pairs_n,points_n,ph_variogram_mean,ph_vario_sd,log_SOC_variogram_mean,log_SOC_vario_sd
20201003,1,1,0.19898734697769588,NA,0.2042131785018172,NA
20201007,6,3,0.20475181237980622,0.007122705201741229,0.20549824279509285,0.0015825737719684584
20201008,3,2,0.20514271988555577,0.00567016255653879,0.20557651071703179,0.001266888119609185
20201011,21,6,0.20588283241483546,0.005544169170065303,0.20574401378893306,0.0012425486986010592
20201012,1,1,0.2000832243721764,NA,0.2044518184235391,NA
20201028,3,2,0.19997588335415167,0.0012925151734746293,0.20442908283466857,2.8180260255898475e-4
20201029,6,3,0.20109777571951956,0.002552264519126759,0.20467681107387453,5.60336741327277e-4
20201033,3,2,0.1984707958151228,3.1867283733030805e-4,0.20410142974608614,6.874359126672598e-5
20201035,3,2,0.1998863601855478,0.0013860704180689368,0.20440958861374267,3.0302484321984854e-4
20201036,3,2,0.19917852696855462,9.146622155865134e-4,0.20425516840348953,1.9824663180888807e-4
20201037,1,1,0.19852600143834712,NA,0.20411326958330864,NA
20201038,1,1,0.19811914455945714,NA,0.20402556227775276,NA
20201039,3,2,0.1991271812425213,9.144047732138245e-4,0.20424394698743883,1.9891271407059124e-4
20201046,3,2,0.20081017681049476,0.0019923846127696647,0.20461223801069542,4.3783604154502744e-4
20202004,3,2,0.19875333669047243,6.044532688420768e-4,0.20416270024448854,1.3074834371142301e-4
20202006,1,1,0.20096646158278705,NA,0.20464520851570298,NA
20202802,1,1,0.19843245923923594,NA,0.20409306462149107,NA
20202901,10,4,0.20200513040884144,0.002606862685670978,0.20487643094894098,5.743756665911223e-4
20202902,666,36,0.21732531773331057,0.0164334911116382,0.20839460690793846,0.0038285837182217473
20203002,1,1,0.20011689582368175,NA,0.2044591751859122,NA
20203006,6,3,0.1982127354160823,1.0834509865199226e-4,0.20404571111019873,2.330837167755385e-5
20203007,3,2,0.19822064236453293,1.6536789254573185e-4,0.2040474298468635,3.556832561255974e-5
20203009,3,2,0.19887899003290632,4.7608383049998836e-4,0.2041898144248231,1.0314165680798377e-4
